x,y,z,nx,ny,nz,sk
-3.1367960345e-01,-1.0000000000e+00,6.4415723033e-02,0.0000000000e+00,-1.0000000000e+00,0.0000000000e+00,3.4736000319e-03
-1.0000000000e+00,-8.0716248859e-01,-6.0833988243e-02,-1.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,3.6608000336e-03
1.4856375107e-01,-1.0000000000e+00,-1.1675656761e-01,0.0000000000e+00,-1.0000000000e+00,0.0000000000e+00,4.3784000401e-03
7.2640097557e-02,-7.1476409795e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.6696000428e-03
7.3206209747e-01,-8.6905772685e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.9728000364e-03
7.3510909246e-01,-1.1234054525e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.3800000310e-03
1.0858792590e-01,-3.6996596428e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.4840000319e-03
5.5251941359e-01,1.2187224827e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,2.8600000262e-03
7.3912414456e-01,3.4810977094e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.9208000360e-03
-3.1102054722e-01,-1.0000000000e+00,-1.4526976626e-01,0.0000000000e+00,-1.0000000000e+00,0.0000000000e+00,3.1824000292e-03
-1.6004267786e-01,-5.6455381251e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.2432000389e-03
1.0000000000e+00,-3.1393355994e-01,-2.2376772955e-02,1.0000000000e+00,0.0000000000e+00,-0.0000000000e+00,3.2656000299e-03
-4.7391105760e-01,2.6704633065e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,2.9744000273e-03
-5.1173001821e-01,1.1955536748e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.3488000307e-03
-5.4205078940e-01,-9.6013531583e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.6608000336e-03
-8.0303493904e-01,2.2399086576e-02,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.9000000358e-03
-1.5624353035e-01,-3.9435361322e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,4.1912000384e-03
1.4280721155e-01,4.5846937531e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.5152000322e-03
-6.4396927619e-01,1.3785472789e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,2.9432000270e-03
5.1086998274e-01,8.6435016027e-02,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.5048000321e-03
5.2104707669e-01,5.8003393869e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.1824000292e-03
4.3512649737e-03,-9.7294548384e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.4424000316e-03
-1.0000000000e+00,3.2795770794e-01,1.4452431075e-01,-1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.2656000299e-03
-1.0000000000e+00,-9.8326711621e-01,4.6170658880e-02,-1.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,4.4720000410e-03
-5.5673006400e-01,2.8060831252e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.8168000350e-03
-4.3782677366e-01,8.7012112137e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.4736000319e-03
-8.1945481801e-01,1.9704561985e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,2.9952000275e-03
-5.4169566744e-01,-7.6837344498e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.4424000316e-03
-2.2654418331e-01,-5.9591515400e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,2.9432000270e-03
-8.9648086788e-01,-1.7503823869e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,2.6416000242e-03
-1.3724412242e-01,-3.5182181048e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.7440000343e-03
5.3775645113e-01,9.2271093588e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.2448000298e-03
-3.4081098004e-01,6.1409264106e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.3696000309e-03
1.0000000000e+00,-3.3604480998e-01,1.3336325672e-01,1.0000000000e+00,0.0000000000e+00,-0.0000000000e+00,4.3056000395e-03
3.3172353911e-01,7.5390661648e-02,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.1912000384e-03
8.2006981759e-01,-6.7419137658e-02,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.3488000307e-03
-5.8366183602e-01,-4.8149063307e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.2432000389e-03
-3.6003070861e-01,-4.8040805999e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.7648000345e-03
-2.2982157943e-01,8.5118875790e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.3280000305e-03
3.1106601872e-01,5.0213645203e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.9832000365e-03
-1.0000000000e+00,-7.2945095786e-01,3.6883122357e-02,-1.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,3.2864000301e-03
-1.0000000000e+00,-2.9101173029e-02,1.4903853225e-01,-1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0992000284e-03
5.6307503271e-01,4.3145408401e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.9104000359e-03
-6.7963339311e-01,-3.3423081808e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.2760000300e-03
3.7806932974e-01,-7.0306586542e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.5240000415e-03
-5.2051492520e-01,-1.0000000000e+00,-1.2389898600e-01,0.0000000000e+00,-1.0000000000e+00,0.0000000000e+00,4.7008000431e-03
-8.2304822980e-01,-4.6783237712e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.6088000331e-03
4.4184013791e-01,-6.4291402602e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.7232000341e-03
4.3956106491e-01,-7.8377978189e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.6920000339e-03
-3.4435824222e-01,1.3302887738e-02,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.3384000306e-03
-3.5239179095e-01,3.6032818626e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.2536000390e-03
7.5069508846e-01,8.1831956869e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,2.4752000227e-03
-7.3357849669e-01,-1.3256754760e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,2.7872000256e-03
8.7988736418e-01,-6.4208528561e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,4.5864000421e-03
9.0349019000e-01,-3.6279101350e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.1808000383e-03
7.8662671777e-01,6.7552446351e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.5568000326e-03
-9.3437358897e-01,1.5945065882e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.0888000283e-03
1.0000000000e+00,-9.8533021829e-01,4.1512263240e-02,1.0000000000e+00,0.0000000000e+00,-0.0000000000e+00,3.2656000299e-03
-6.0119667971e-01,-9.2951882827e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.8064000349e-03
7.7418189016e-01,-2.9371311515e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,4.3576000400e-03
1.7706105059e-01,-6.3256128626e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,4.3784000401e-03
-1.0000000000e+00,3.9899529032e-01,2.9210088751e-02,-1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.1512000289e-03
2.4235345964e-02,-5.8115737500e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.8584000354e-03
-9.2672741461e-01,-4.1208291133e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.0456000371e-03
-8.9443880797e-01,3.5758865241e-02,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,2.5584000235e-03
-9.1245947293e-02,-4.2251997381e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,4.2120000386e-03
7.7316494353e-01,-9.5782763763e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,4.8360000443e-03
-9.1755249913e-01,2.2475181377e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,4.0872000375e-03
-2.1659343517e-01,-3.3688738926e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,4.2432000389e-03
3.2843457858e-01,-1.5417458439e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,2.6936000247e-03
-2.2986938785e-01,-6.4234197274e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.1928000293e-03
5.3622918876e-01,4.2008361911e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.1616000290e-03
5.5524306394e-01,6.4543211219e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.1304000287e-03
6.2630939902e-01,9.3835912708e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,4.2744000392e-03
-4.5905458639e-01,-4.1047418645e-02,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.6920000339e-03
-6.4207980145e-01,-6.8994024404e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,2.3296000214e-03
-9.8731510813e-01,1.3063238152e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,4.3888000402e-03
-1.4814605149e-02,7.7099943077e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,2.7664000254e-03
9.0974956644e-01,-2.8615377631e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,2.9640000272e-03
1.1297734191e-01,6.3020676806e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.1096000285e-03
-2.7778134721e-02,-5.9001997977e-02,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,2.9640000272e-03
9.6268209995e-01,7.6386475518e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.9936000366e-03
5.6828663789e-01,1.0000000000e+00,-1.6598942026e-02,0.0000000000e+00,1.0000000000e+00,-0.0000000000e+00,3.1720000291e-03
1.0000000000e+00,1.2585224001e-01,-1.4226129567e-01,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.3160000396e-03
-4.0037064545e-01,1.0000000000e+00,-7.0402844507e-02,0.0000000000e+00,1.0000000000e+00,-0.0000000000e+00,3.9312000360e-03
-5.6502598787e-01,-2.8411082993e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.5256000323e-03
-6.8321077684e-02,5.9374896545e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.0560000372e-03
-9.6784290665e-01,-7.8918597685e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,4.2536000390e-03
3.1549826881e-01,-5.9780287032e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.5776000328e-03
8.7438110722e-01,-6.1047386223e-02,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.4320000315e-03
-4.8685310320e-01,-4.4480633548e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.1304000287e-03
-3.6902544520e-02,5.6818603141e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,4.4200000405e-03
-1.4593947199e-01,-4.2523902304e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.8272000351e-03
9.1143176643e-01,-8.2349988376e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,4.1808000383e-03
1.7654666921e-01,-1.0000000000e+00,6.6967475568e-02,0.0000000000e+00,-1.0000000000e+00,0.0000000000e+00,3.2968000302e-03
2.5784254724e-01,-9.9282177929e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.6088000331e-03
-8.3281283103e-01,-6.4247231241e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.6712000337e-03
2.1839702062e-01,-1.0000000000e+00,-4.6840650521e-02,0.0000000000e+00,-1.0000000000e+00,0.0000000000e+00,3.3592000308e-03
9.2189042467e-01,4.4903923906e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.4840000319e-03
5.4875969129e-01,-7.5930431253e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.1720000291e-03
-1.1875588577e-01,9.1217185016e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.2344000297e-03
8.3207683550e-01,2.0646819688e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,5.0336000462e-03
9.0633320920e-01,1.0473840789e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.5048000321e-03
3.3538380755e-01,7.1423404374e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,2.4648000226e-03
-1.4952237140e-01,6.2424979359e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.8688000355e-03
-1.3678901345e-01,-9.5848962460e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.2952000394e-03
6.2839573208e-01,8.7473760887e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.9000000358e-03
-1.7132293996e-01,9.0196710219e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.6400000334e-03
2.9767579285e-01,-7.9101461429e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.9208000360e-03
1.0000000000e+00,8.3356752102e-01,5.7957106601e-02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.2864000301e-03
-7.3018464307e-01,5.1872421371e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.2848000393e-03
6.5363666694e-03,9.5916982476e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.1512000289e-03
1.0000000000e+00,-4.6099474123e-01,-8.2562302747e-02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.3280000305e-03
-1.0000000000e+00,-4.5281661222e-02,-8.3012039728e-03,-1.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,3.4216000314e-03
1.1940759036e-01,2.4414711677e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.7752000346e-03
-6.3766072694e-01,-1.0199378354e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,2.6104000239e-03
-7.9953164335e-01,9.9191279982e-02,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,4.2536000390e-03
4.6365703380e-01,-8.9592517571e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.2656000299e-03
-4.4606037773e-01,-3.6922652805e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,2.3920000219e-03
7.4190166745e-01,-9.3720252554e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.5880000329e-03
-1.0000000000e+00,-9.1068841072e-01,1.0409954788e-01,-1.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,4.5552000418e-03
-2.3993003553e-01,-8.1722418468e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.4216000314e-03
-1.0442549846e-01,3.9623750852e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.5464000325e-03
1.5624020200e-01,9.4416407501e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.6296000333e-03
5.6972241031e-01,-8.6887153937e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.4216000314e-03
1.0000000000e+00,-3.4750524387e-01,-1.1327117260e-01,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9328000269e-03
-1.6634300745e-01,4.5223519081e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.0976000376e-03
-1.6116726789e-01,-3.0075414988e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.5672000327e-03
8.0461467353e-02,1.0000000000e+00,-6.4722323877e-02,0.0000000000e+00,1.0000000000e+00,-0.0000000000e+00,3.7648000345e-03
9.3921485070e-01,-8.7852860805e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,2.3400000215e-03
-9.4218322372e-01,2.6684056542e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,2.4752000227e-03
9.2042237539e-02,2.0010085891e-02,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,2.7560000253e-03
3.1298170894e-01,-4.4661987242e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.3280000305e-03
9.5982649558e-01,-9.7967377626e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.8896000357e-03
9.3395669018e-01,-4.6327022022e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.7440000343e-03
5.5703947809e-02,7.2616783426e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.1912000384e-03
-3.4198164030e-01,-4.1600799443e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.5032000413e-03
7.5711106057e-01,4.1466813557e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.0664000373e-03
1.6828321779e-01,6.7047037612e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.1304000287e-03
9.7225047669e-01,-4.5563163898e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.4096000404e-03
3.4906928747e-01,7.9304102785e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,2.9120000267e-03
-5.7088375614e-01,2.9458114365e-02,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.2760000300e-03
5.5227965422e-01,-3.7253332538e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.5256000323e-03
1.0000000000e+00,-2.7767299104e-01,-1.0217591761e-01,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.6208000240e-03
-5.2235578283e-01,-6.4815444431e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.8896000357e-03
9.0824401326e-01,1.6224084757e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.4320000315e-03
-7.6814733792e-01,-1.3353399500e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,2.7456000252e-03
5.4708224985e-01,7.1471598233e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.8064000349e-03
7.5811053058e-01,2.9118111575e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.7024000340e-03
-6.2956355677e-03,-3.9413540405e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,2.4024000220e-03
-6.8836095842e-01,2.3053780983e-02,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.4840000319e-03
-8.9552898441e-01,3.8195600482e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.3384000306e-03
-4.7837284510e-02,9.8002573743e-02,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.9104000359e-03
-9.1362658105e-01,6.3228748320e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.4008000312e-03
8.3852545741e-01,-7.2248120640e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,4.0976000376e-03
6.3485056401e-01,-1.0000000000e+00,-5.9544627586e-03,0.0000000000e+00,-1.0000000000e+00,0.0000000000e+00,2.9432000270e-03
-8.4477063898e-01,1.2822122103e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.7856000347e-03
7.1339297190e-01,-1.4055647204e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,2.3296000214e-03
-9.2902110674e-01,-9.8980886157e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.6816000338e-03
-8.5674291322e-01,5.6185065670e-02,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,2.6728000245e-03
-2.7615673724e-01,-8.7651651203e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,2.5792000237e-03
8.1467589865e-01,9.7325443792e-02,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.9000000358e-03
8.6638457008e-01,-2.9861383793e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,2.6624000244e-03
-6.0985429699e-01,-4.0288613814e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.2344000297e-03
7.0402261867e-01,6.8188957927e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.5360000324e-03
-8.7779902946e-01,-5.8502210293e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.3592000308e-03
-5.1428787776e-01,-3.3124950598e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.5968000422e-03
1.0000000000e+00,-7.5951257498e-01,-1.0068567919e-01,1.0000000000e+00,0.0000000000e+00,-0.0000000000e+00,3.6920000339e-03
-5.2341061419e-01,-7.3010430554e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.2552000299e-03
-1.0000000000e+00,5.1456347278e-01,1.4281783850e-03,-1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.7752000346e-03
-7.5390238052e-01,-5.0244747355e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,2.9432000270e-03
4.5060535445e-01,-7.0866817512e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.1496000381e-03
3.3525389258e-02,3.8174331334e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.3280000305e-03
6.5031169145e-01,1.0000000000e+00,1.5839153774e-02,0.0000000000e+00,1.0000000000e+00,-0.0000000000e+00,3.2864000301e-03
-5.6596393071e-02,6.4455106026e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,4.0560000372e-03
7.2418475349e-01,-8.6161955176e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.1824000292e-03
1.4362813897e-02,-6.0579753894e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.3176000304e-03
-4.9594533017e-01,-2.5080263093e-03,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.8168000350e-03
1.0000000000e+00,5.4437105438e-01,-6.5086181989e-02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.5896000237e-03
1.0000000000e+00,-5.9156284141e-02,-8.6996044870e-02,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.4736000319e-03
-1.0000000000e+00,2.3036249035e-01,-1.6894538282e-02,-1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.4216000314e-03
-4.9950419411e-02,1.0417066160e-02,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.7856000347e-03
-1.0000000000e+00,-4.8245486787e-01,-1.4007735605e-01,-1.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,3.8480000353e-03
-1.0000000000e+00,8.9961099362e-01,4.8218324744e-02,-1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.8168000350e-03
1.0072841827e-01,2.0079119480e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.5464000325e-03
-8.9968001823e-01,7.4616327617e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.1616000290e-03
-6.2328394371e-01,9.3302696540e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,4.1288000379e-03
9.3318383139e-01,7.3061632289e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,4.1392000380e-03
-1.0000000000e+00,3.2062066275e-01,-9.6372014861e-02,-1.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,2.6208000240e-03
6.4283638259e-01,1.3158876884e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,4.4200000405e-03
-7.7717202464e-01,3.9185889972e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.6712000337e-03
-8.7028034434e-01,-6.6144224981e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.0992000284e-03
1.5721426058e-01,2.3853520887e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,2.9744000273e-03
