x,y,z,nx,ny,nz,sk
3.5863677515e-01,-6.8486419576e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.4528000317e-03
1.1649163477e-01,1.0000000000e+00,-1.2943218097e-01,0.0000000000e+00,1.0000000000e+00,-0.0000000000e+00,3.4528000317e-03
4.7505293841e-02,-1.0000000000e+00,-1.3527413030e-01,0.0000000000e+00,-1.0000000000e+00,0.0000000000e+00,3.1408000288e-03
-6.0359843679e-01,-1.1994081322e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.4008000312e-03
3.5063682104e-01,-4.7934831574e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.4112000313e-03
8.9479747261e-01,-5.4505541511e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,4.8048000441e-03
4.3589011092e-01,-6.2422265235e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,5.1896000476e-03
-8.9620414908e-01,2.6716377023e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.3384000306e-03
1.0000000000e+00,-8.2131399115e-01,-3.2762099425e-02,1.0000000000e+00,0.0000000000e+00,-0.0000000000e+00,3.2864000301e-03
4.3617764975e-01,-5.2389924317e-01,-1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,-1.0000000000e+00,3.2760000300e-03
-2.7974838568e-01,4.3051682354e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.5464000325e-03
-4.4395341338e-01,4.8827509909e-01,1.5000000596e-01,0.0000000000e+00,-0.0000000000e+00,1.0000000000e+00,3.3800000310e-03
-6.4898821984e-01,-1.0000000000e+00,2.3999365235e-02,0.0000000000e+00,-1.0000000000e+00,0.0000000000e+00,4.3784000401e-03
-9.6353372209e-01,5.1158718734e-01,1.5000000596e-01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,3.2344000297e-03
1.0000000000e+00,3.1147082261e-01,-1.1416852585e-01,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.2864000301e-03
